"Wavelength","Fluorescein (FITC) EM","EYFP EM","mOrange EM","Kaede (Red) EM","Kaede (Red) EX","CFP EX","CFP EM","EYFP EX","mOrange EX","Pacific Blue EX","Pacific Blue EM","Fluorescein (FITC) EX","APC (allophycocyanin) AB","APC (allophycocyanin) EM","PerCP-Cy5.5 AB","PerCP-Cy5.5 EM","APC/Cy7 EX","APC/Cy7 EM"
461,,,,,0.1799,0.9847,0.6624,0.1081,0.0633,0.005,0.959,0.3241,0.0126,,0.9014,,0.03
462,,,,,0.1849,0.9705,0.6958,0.1132,0.0667,0.0065,0.9443,0.3351,0.012,,0.9046,,0.03
463,,,,,0.1888,0.944,0.7297,0.1204,0.0698,0.0045,0.9282,0.3481,0.0117,,0.9089,,0.03
464,,,,,0.1962,0.9151,0.7637,0.1271,0.0738,0.0038,0.9129,0.3606,0.0114,,0.9105,,0.03
465,,,,,0.2024,0.8946,0.7905,0.1333,0.0787,0.0032,0.8984,0.3754,0.0109,,0.9124,,0.03
466,,,,,0.2076,0.8709,0.8152,0.1395,0.0835,0.0031,0.8823,0.3832,0.0106,,0.9159,,0.03
467,,,,,0.2128,0.8584,0.8398,0.1478,0.0875,0.0021,0.8589,0.3977,0.0103,,0.9178,,0.03
468,,,,,0.218,0.8467,0.8638,0.1582,0.091,0.002,0.8376,0.4068,0.0101,,0.9218,,0.03
469,,,,,0.2214,0.8364,0.8876,0.167,0.0961,0.0019,0.8171,0.4186,0.01,,0.9252,,0.03
470,,,,,0.2276,0.8261,0.9071,0.1785,0.1018,0.0019,0.8014,0.4274,0.0099,,0.9283,,0.03
471,,,,,0.2321,,0.923,0.1904,0.1072,0.0015,0.7848,0.4374,0.0098,,0.9334,,0.03
472,,,,,0.2383,,0.9381,0.2037,0.1136,0.0022,0.7666,0.4487,0.0098,,0.9375,,0.03
473,,,,,0.2468,,0.9514,0.2174,0.1176,0.0009,0.7467,0.4597,0.0098,,0.9458,,0.03
474,,,,,0.2532,,0.9648,0.2319,0.1223,0.0012,0.7295,0.4684,0.0098,,0.9532,,0.03
475,,,,,0.2606,,0.9735,0.2474,0.1286,0.0018,0.7121,0.4798,0.01,,0.9598,,0.03
476,,,,,0.2669,,0.9821,0.2617,0.1338,0.0016,0.6957,0.4922,0.0101,,0.9656,,0.03
477,,,,,0.2735,,0.988,0.2787,0.139,0.0013,0.6789,0.5056,0.0103,,0.97,,0.03
478,,,,,0.2837,,0.9939,0.2929,0.1436,0.0023,0.6615,0.5207,0.0104,,0.9738,,0.03
479,,,,,0.291,,0.997,0.3081,0.1489,0.0006,0.6433,0.5384,0.0108,,0.9778,,0.03
480,,,,,0.2975,,1,0.3209,0.1534,0.0011,0.6241,0.5555,0.011,,0.9805,,0.03
